video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
_oGrcV24WZu,24.13.07,Why This Entertainment Video Went Viral,Channel_674,17,2024-07-10T09:00:00.000Z,trending|review|official,63297,3287,400,1049,https://i.ytimg.com/vi/rc5kmjH7hvG/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
IQqoqVxwYoj,24.28.09,Behind the Scenes: Entertainment,Channel_1501,17,2024-09-27T07:00:00.000Z,2024|vlog|official,5323,301,32,5,https://i.ytimg.com/vi/9Jun73-8hwG/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
U9E777rrIVM,24.14.12,Behind the Scenes: Entertainment,Channel_2621,8,2024-12-12T05:00:00.000Z,review|trending|vlog,499770,34162,501,5358,https://i.ytimg.com/vi/mt5tlS0p8to/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
btLZhBlYmU1,24.10.08,Entertainment Compilation 2024,Channel_967,8,2024-08-06T02:00:00.000Z,2024|review|music,23692,1682,49,342,https://i.ytimg.com/vi/LBftHUceCDd/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
DUSmPdGdrId,24.07.08,Top 10 Entertainment Moments This Week,Channel_4830,6,2024-08-04T05:00:00.000Z,official|2024|live,133406,7381,1220,2542,https://i.ytimg.com/vi/G8QxUYden33/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
u4dCJwqLA5_,24.13.11,Official Gaming Highlights,Channel_1817,15,2024-11-09T13:00:00.000Z,music|review|2024,6745,299,29,42,https://i.ytimg.com/vi/HYkP-K2KqaZ/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
vgWE9NPaaYL,25.19.01,Reacting to Entertainment Trends,Channel_4374,17,2025-01-17T06:00:00.000Z,official|trending|vlog,4388,106,28,24,https://i.ytimg.com/vi/8hQi_P8Rn9H/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
EGi-GEXMc25,24.17.12,Reacting to Entertainment Trends,Channel_1534,6,2024-12-15T12:00:00.000Z,review|vlog|live,36004,844,47,60,https://i.ytimg.com/vi/aKUzOgUn6NI/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
XwWML2CMwRU,24.17.07,Entertainment Compilation 2024,Channel_1539,17,2024-07-17T07:00:00.000Z,review|trending|official,231019,8647,829,1890,https://i.ytimg.com/vi/YDolCxzVile/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
GuaPgqoKf4N,24.07.07,Why This Entertainment Video Went Viral,Channel_336,8,2024-07-03T08:00:00.000Z,vlog|music|live,144765,4624,1410,1622,https://i.ytimg.com/vi/EFwJ1z01Pe5/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
ZhZ6HHPM1WE,25.01.01,Official Entertainment Highlights,Channel_356,17,2024-12-28T16:00:00.000Z,official|2024|music,14653,159,108,16,https://i.ytimg.com/vi/1aDBe4vgOSl/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
0jZQvx1T5SU,24.17.10,Entertainment Compilation 2024,Channel_1331,17,2024-10-14T05:00:00.000Z,music|live|official,19856,839,55,190,https://i.ytimg.com/vi/vXXkphryO1R/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
J9rJPAk4uWY,24.13.02,Why This Film & Animation Video Went Viral,Channel_3129,7,2024-02-09T07:00:00.000Z,live|trending|2024,89392,4842,412,1009,https://i.ytimg.com/vi/N9NoQumesGD/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
ISUCbaCVdwI,24.21.12,Official Entertainment Highlights,Channel_513,17,2024-12-18T03:00:00.000Z,official|2024|music,67346,1670,521,343,https://i.ytimg.com/vi/5zfvym4MxnH/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
qhmItkPPIym,24.17.07,Reacting to People & Blogs Trends,Channel_2124,10,2024-07-13T14:00:00.000Z,official|trending|vlog,135333,4560,325,2328,https://i.ytimg.com/vi/zeFCkb55xOJ/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
DdNa6v_L6nq,24.22.03,Official People & Blogs Highlights,Channel_2775,10,2024-03-21T19:00:00.000Z,live|trending|official,137045,8901,369,1574,https://i.ytimg.com/vi/o0OMepvB5sz/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
_4J-31vme6P,24.20.12,Why This Entertainment Video Went Viral,Channel_4280,17,2024-12-20T05:00:00.000Z,review|vlog|2024,172831,10848,190,1114,https://i.ytimg.com/vi/kUNiOWCN5m0/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
--xlps0IQ9E,24.05.07,Behind the Scenes: Entertainment,Channel_2203,17,2024-07-02T15:00:00.000Z,vlog|official|review,52639,1499,336,669,https://i.ytimg.com/vi/Ki-sCx8vU_s/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
8rK9S-n_hN9,24.24.11,Behind the Scenes: Gaming,Channel_56,13,2024-11-22T03:00:00.000Z,live|review|trending,18484,1254,36,232,https://i.ytimg.com/vi/jGIuwNHxuJL/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
cJYOe_UmGhA,24.28.09,Entertainment Compilation 2024,Channel_2115,17,2024-09-24T09:00:00.000Z,trending|live|official,16500,236,117,315,https://i.ytimg.com/vi/OAiqsPPkhH2/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
GqiWNXKX4V1,24.22.09,Entertainment Compilation 2024,Channel_3013,8,2024-09-18T21:00:00.000Z,official|live|music,7448,330,7,65,https://i.ytimg.com/vi/CmMI9EptL0B/default.jpg,False,True,False,Auto-generated sample description for Entertainment video.
Nyxyfke9mQp,24.21.02,Entertainment Compilation 2024,Channel_4646,6,2024-02-18T04:00:00.000Z,live|review|music,35582,1080,203,25,https://i.ytimg.com/vi/ERDRYe2SIeH/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
2ChucXwDTFC,24.02.06,Why This People & Blogs Video Went Viral,Channel_4326,3,2024-05-31T15:00:00.000Z,trending|official|vlog,10550,558,94,55,https://i.ytimg.com/vi/hEbVJVk0PkN/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
y7sRataR6_-,24.23.09,Official News & Politics Highlights,Channel_2798,2,2024-09-19T07:00:00.000Z,music|review|vlog,6554,484,48,69,https://i.ytimg.com/vi/LuOeQBRmUb7/default.jpg,False,False,False,Auto-generated sample description for News & Politics video.
071MI5XhC17,24.15.02,Official Entertainment Highlights,Channel_3855,17,2024-02-11T08:00:00.000Z,review|music|trending,75034,2932,319,1233,https://i.ytimg.com/vi/MAWIlu0yHaT/default.jpg,False,False,False,
LlMEvpX7EhZ,24.06.01,Top 10 Science & Technology Moments This Week,Channel_4186,12,2024-01-06T11:00:00.000Z,review|trending|2024,51427,591,146,754,https://i.ytimg.com/vi/78Z10YMmuy2/default.jpg,False,False,False,Auto-generated sample description for Science & Technology video.
fYaKNRElpoO,24.11.03,Entertainment Compilation 2024,Channel_2206,6,2024-03-08T03:00:00.000Z,live|review|trending,15208,408,123,151,https://i.ytimg.com/vi/fM8CcG08OBp/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
nm6wr_1DsH9,24.11.08,Top 10 Film & Animation Moments This Week,Channel_1242,7,2024-08-11T17:00:00.000Z,2024|live|official,145226,3438,830,2587,https://i.ytimg.com/vi/ilkzI2GSXvR/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
a8rJcf6ZAY6,25.06.01,Behind the Scenes: Entertainment,Channel_49,6,2025-01-03T03:00:00.000Z,trending|music|official,2703,41,11,25,https://i.ytimg.com/vi/tex-aKhanSU/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
fKX34Ty28L4,24.05.03,Reacting to Entertainment Trends,Channel_1140,8,2024-03-03T14:00:00.000Z,live|official|music,342178,12722,1104,2964,https://i.ytimg.com/vi/kaY383Bw4Nf/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
O74SVqFgRG4,24.02.07,Reacting to Gaming Trends,Channel_2857,13,2024-06-28T08:00:00.000Z,review|live|music,3165,183,5,39,https://i.ytimg.com/vi/qyy9ubDbiXu/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
4YSohAbdeNI,24.13.02,Gaming Compilation 2024,Channel_3781,15,2024-02-11T12:00:00.000Z,2024|live|trending,22577,1106,116,11,https://i.ytimg.com/vi/_ZcGKmt7XDU/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
eS1sTckjtw8,24.15.09,Entertainment Compilation 2024,Channel_1022,6,2024-09-14T15:00:00.000Z,trending|2024|music,11866,742,118,188,https://i.ytimg.com/vi/6gzKNskJ2Ms/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
wKUsf9wfS7l,24.20.08,Official Entertainment Highlights,Channel_4406,6,2024-08-19T10:00:00.000Z,trending|review|official,86481,6300,146,340,https://i.ytimg.com/vi/iM9xDLYdCfr/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
7uT0arcXbHs,25.06.01,Official Entertainment Highlights,Channel_1156,6,2025-01-03T15:00:00.000Z,trending|review|2024,90903,2832,137,986,https://i.ytimg.com/vi/QfNK22-CVAz/default.jpg,True,False,False,Auto-generated sample description for Entertainment video.
RYcbR6grgbE,24.20.02,Reacting to Entertainment Trends,Channel_3612,6,2024-02-20T03:00:00.000Z,2024|live|trending,11237,413,73,54,https://i.ytimg.com/vi/tNPa7lwYXP_/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
QzAHGE9g9Kn,24.18.07,Why This Entertainment Video Went Viral,Channel_3534,17,2024-07-14T08:00:00.000Z,2024|music|live,44656,2241,152,240,https://i.ytimg.com/vi/ZrqQGrTtPXF/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
NDKY6ECiA9H,24.15.11,Why This Autos & Vehicles Video Went Viral,Channel_4732,16,2024-11-12T20:00:00.000Z,live|official|vlog,896,57,1,10,https://i.ytimg.com/vi/BJxxTEVS5Th/default.jpg,False,False,False,Auto-generated sample description for Autos & Vehicles video.
cFlXvjFBIxu,24.19.05,Behind the Scenes: Entertainment,Channel_4759,17,2024-05-18T21:00:00.000Z,live|official|2024,205470,3595,1938,1724,https://i.ytimg.com/vi/rS-uh2_kQiE/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
bXleJzyQZbx,24.25.12,Behind the Scenes: Howto & Style,Channel_4971,1,2024-12-23T07:00:00.000Z,trending|official|music,951,36,6,2,https://i.ytimg.com/vi/WdrvwzYyWsO/default.jpg,False,False,False,Auto-generated sample description for Howto & Style video.
y2OFAyAwWDU,24.24.06,Reacting to Entertainment Trends,Channel_3637,17,2024-06-22T08:00:00.000Z,2024|vlog|trending,5728,370,44,15,https://i.ytimg.com/vi/snoU3P_8ymN/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
92hezV3QQ6e,24.05.07,Official Entertainment Highlights,Channel_948,8,2024-07-03T02:00:00.000Z,trending|vlog|review,78406,3658,428,1540,https://i.ytimg.com/vi/-R_hik2Qx2S/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
C7DSYlfV_by,24.04.02,Why This Entertainment Video Went Viral,Channel_2549,8,2024-01-31T09:00:00.000Z,music|2024|official,5450,324,16,83,https://i.ytimg.com/vi/Eubim53f8kQ/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
ussBnrRW50E,24.05.06,Reacting to Entertainment Trends,Channel_2393,6,2024-06-03T16:00:00.000Z,2024|music|review,323423,22324,483,1038,https://i.ytimg.com/vi/9RUGr3TFBOy/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
AkDS1SzEGju,24.06.07,Entertainment Compilation 2024,Channel_2472,6,2024-07-06T22:00:00.000Z,2024|music|official,45603,3182,294,677,https://i.ytimg.com/vi/2M482YOZ6bo/default.jpg,False,False,False,"Auto-generated sample description for Entertainment video.
Second line inside a quoted CSV field."
teI1DUvprRy,24.07.05,Behind the Scenes: Entertainment,Channel_2725,6,2024-05-04T00:00:00.000Z,2024|official|review,3768,276,7,11,https://i.ytimg.com/vi/A2OKmy7BsNt/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
tUv5Har6lL8,24.22.12,People & Blogs Compilation 2024,Channel_1869,3,2024-12-20T17:00:00.000Z,2024|vlog|review,16853,726,107,308,https://i.ytimg.com/vi/PbPbFuZVO_Y/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
b1pmfuD3kXT,24.10.08,Top 10 Entertainment Moments This Week,Channel_4783,6,2024-08-09T12:00:00.000Z,trending|review|music,10627,634,35,34,https://i.ytimg.com/vi/NPinUk5H42w/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
G2fKsbZIrOk,24.22.09,Why This News & Politics Video Went Viral,Channel_3053,2,2024-09-22T12:00:00.000Z,2024|review|vlog,2446,145,9,45,https://i.ytimg.com/vi/Ol2LJrVoea4/default.jpg,False,False,False,Auto-generated sample description for News & Politics video.
YuyqBeEN_Te,24.20.09,Top 10 Entertainment Moments This Week,Channel_4839,8,2024-09-17T17:00:00.000Z,vlog|review|music,132201,4739,618,1462,https://i.ytimg.com/vi/WI0Iv5xyDWn/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
rplOAvUKXeD,24.22.08,Top 10 Entertainment Moments This Week,Channel_3342,6,2024-08-22T12:00:00.000Z,live|2024|music,133753,5685,1116,2285,https://i.ytimg.com/vi/wio8GN08yIe/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
2DkAtZVz4zP,24.10.12,Official Gaming Highlights,Channel_4197,15,2024-12-07T14:00:00.000Z,music|vlog|2024,16141,526,108,275,https://i.ytimg.com/vi/_DDc2IKlD-y/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
NHbAYjqBrGE,24.29.06,Top 10 Entertainment Moments This Week,Channel_478,17,2024-06-29T03:00:00.000Z,review|music|2024,22821,400,53,266,https://i.ytimg.com/vi/hSHY7OT2GOz/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
ctgiEkPsHxm,24.22.01,Official Film & Animation Highlights,Channel_2500,14,2024-01-20T13:00:00.000Z,trending|review|vlog,5712,402,45,19,https://i.ytimg.com/vi/qPgxQwqlt7A/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
kvTA86bNtoe,24.29.06,Official People & Blogs Highlights,Channel_648,10,2024-06-28T10:00:00.000Z,trending|official|review,5496,269,30,64,https://i.ytimg.com/vi/98pquxjsT7s/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
bWTO7Tm3JjP,24.27.03,Official Entertainment Highlights,Channel_3769,8,2024-03-24T04:00:00.000Z,music|review|official,4410,121,8,57,https://i.ytimg.com/vi/YCron9W6F4z/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
NTvqfRHV5Lx,24.16.07,Autos & Vehicles Compilation 2024,Channel_4881,16,2024-07-16T04:00:00.000Z,music|vlog|live,375,25,2,5,https://i.ytimg.com/vi/0EB6nIY8--l/default.jpg,True,False,False,Auto-generated sample description for Autos & Vehicles video.
eiavEnRzuF8,24.06.07,Top 10 Entertainment Moments This Week,Channel_2539,6,2024-07-05T14:00:00.000Z,official|review|music,4440,277,24,48,https://i.ytimg.com/vi/RY5PcrwZM9_/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
w6NxJbnvUwp,25.09.01,Why This Howto & Style Video Went Viral,Channel_1693,1,2025-01-07T03:00:00.000Z,vlog|2024|official,27506,1499,211,139,https://i.ytimg.com/vi/gaLSVcgQ8Ks/default.jpg,False,False,False,Auto-generated sample description for Howto & Style video.
8hxl-obIwVb,24.15.11,Behind the Scenes: People & Blogs,Channel_1555,3,2024-11-12T06:00:00.000Z,vlog|official|review,9849,133,17,94,https://i.ytimg.com/vi/TkcsTj2vvBs/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
S0FiH8qChoH,24.02.02,Entertainment Compilation 2024,Channel_3039,6,2024-02-02T07:00:00.000Z,official|review|live,42283,1931,185,415,https://i.ytimg.com/vi/Dx77vpSNNdt/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
JfL8LpvNGY8,24.24.10,Official Education Highlights,Channel_1960,4,2024-10-24T16:00:00.000Z,review|music|official,12388,966,115,153,https://i.ytimg.com/vi/6Lny-IAZ4A8/default.jpg,False,False,False,Auto-generated sample description for Education video.
dS5RyB2sybo,24.01.06,Top 10 Entertainment Moments This Week,Channel_425,8,2024-05-31T15:00:00.000Z,2024|official|live,300649,5674,1877,630,https://i.ytimg.com/vi/8GkjLxGSGTm/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
JlOuRGgqbn4,24.23.02,Film & Animation Compilation 2024,Channel_3348,14,2024-02-20T21:00:00.000Z,review|music|trending,5404,90,17,76,https://i.ytimg.com/vi/1Z_G3VsiqQh/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
mrTU1mC5CML,24.08.05,Reacting to Entertainment Trends,Channel_4644,8,2024-05-07T04:00:00.000Z,official|trending|vlog,4455,46,10,73,https://i.ytimg.com/vi/IJIyPIyG7aD/default.jpg,False,True,False,Auto-generated sample description for Entertainment video.
eev6iQIwpLy,25.08.01,Official Entertainment Highlights,Channel_4971,6,2025-01-05T08:00:00.000Z,vlog|official|live,47501,3454,171,869,https://i.ytimg.com/vi/M4nPWR3qHzR/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
AMSVQrJxzDy,25.04.02,Behind the Scenes: Entertainment,Channel_2355,6,2025-02-03T00:00:00.000Z,live|trending|vlog,18845,973,120,155,https://i.ytimg.com/vi/L377kHZuAiz/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
R6xRnwdSU0K,24.18.01,Why This Entertainment Video Went Viral,Channel_199,8,2024-01-14T02:00:00.000Z,2024|vlog|review,78307,4091,645,928,https://i.ytimg.com/vi/I1nJZ0GW61B/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
FyJVD6G5ejv,24.21.11,Top 10 Entertainment Moments This Week,Channel_1110,8,2024-11-17T09:00:00.000Z,review|2024|trending,65720,4248,190,1066,https://i.ytimg.com/vi/qej-GOTJRvK/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
lH9XQC48ecj,24.05.04,Top 10 Entertainment Moments This Week,Channel_4681,17,2024-04-04T02:00:00.000Z,vlog|trending|2024,47193,1314,332,714,https://i.ytimg.com/vi/duKXf9Mfm4h/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
wsXIZ2o6re9,24.07.04,Entertainment Compilation 2024,Channel_1433,6,2024-04-07T03:00:00.000Z,music|2024|live,134842,1796,922,1470,https://i.ytimg.com/vi/pONrP5ofYeM/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
yBiCR0b599g,24.12.02,Entertainment Compilation 2024,Channel_2080,8,2024-02-11T01:00:00.000Z,vlog|live|music,97898,3264,445,278,https://i.ytimg.com/vi/lCJdVZTLCfS/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
d07N7g4UZcR,24.23.02,Official Science & Technology Highlights,Channel_4030,12,2024-02-23T04:00:00.000Z,trending|official|review,1815,112,15,6,https://i.ytimg.com/vi/KpfdItejVdc/default.jpg,False,False,False,Auto-generated sample description for Science & Technology video.
G1EcRFIhZSQ,24.12.05,Howto & Style Compilation 2024,Channel_2861,1,2024-05-08T13:00:00.000Z,trending|2024|official,5302,311,40,81,https://i.ytimg.com/vi/a4KxRvaJqtb/default.jpg,False,False,False,Auto-generated sample description for Howto & Style video.
UMOQnWVYE-Q,24.19.12,Why This Gaming Video Went Viral,Channel_2446,13,2024-12-15T05:00:00.000Z,official|trending|music,12846,324,82,33,https://i.ytimg.com/vi/9eOjConaOlX/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
HiMwF6nQsz5,24.28.03,Official People & Blogs Highlights,Channel_1888,10,2024-03-25T08:00:00.000Z,trending|review|official,484,6,3,5,https://i.ytimg.com/vi/LEX9dmjy4Ub/default.jpg,False,False,True,Auto-generated sample description for People & Blogs video.
poDLE6afV3x,24.28.01,Reacting to Entertainment Trends,Channel_2332,8,2024-01-25T13:00:00.000Z,trending|official|music,74513,5266,43,104,https://i.ytimg.com/vi/zViWdBiRFb9/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
S0Sv_0pRTjI,24.13.04,Why This Entertainment Video Went Viral,Channel_4625,8,2024-04-12T11:00:00.000Z,trending|vlog|review,142506,10173,289,1058,https://i.ytimg.com/vi/wrPMvl7i6tV/default.jpg,True,False,False,Auto-generated sample description for Entertainment video.
MieV1uygmGl,24.27.02,Official Entertainment Highlights,Channel_3395,8,2024-02-24T00:00:00.000Z,live|2024|trending,146892,8691,391,1298,https://i.ytimg.com/vi/vrL-NxHTsaz/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
_qVKjIlLm4a,24.30.06,Behind the Scenes: Entertainment,Channel_144,6,2024-06-26T22:00:00.000Z,live|2024|music,255081,19827,974,1403,https://i.ytimg.com/vi/sTwPtpXPcJ3/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
ETpVRbwKt02,24.14.10,Reacting to People & Blogs Trends,Channel_2583,10,2024-10-11T14:00:00.000Z,vlog|2024|trending,4125,165,35,64,https://i.ytimg.com/vi/ktfQLggWU3e/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
_M5evZz-ugm,24.07.10,Why This Entertainment Video Went Viral,Channel_4896,17,2024-10-06T09:00:00.000Z,2024|live|official,495203,9443,3592,7593,https://i.ytimg.com/vi/EOi1w-J7jiW/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
_GS2aF3ViGi,24.21.07,Top 10 Entertainment Moments This Week,Channel_1698,17,2024-07-17T03:00:00.000Z,trending|music|2024,45137,793,323,689,https://i.ytimg.com/vi/tl_jOE_uR3-/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
hIWxPFftMC8,25.13.01,Reacting to News & Politics Trends,Channel_1728,2,2025-01-10T20:00:00.000Z,2024|vlog|music,7312,458,39,22,https://i.ytimg.com/vi/FX85-PYV020/default.jpg,False,False,False,Auto-generated sample description for News & Politics video.
cnmmYyBeFMq,24.25.04,Behind the Scenes: Gaming,Channel_464,15,2024-04-21T16:00:00.000Z,2024|music|trending,80425,3105,358,354,https://i.ytimg.com/vi/rqN_rb8s72C/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
JoixbXcrCge,25.30.01,Reacting to Entertainment Trends,Channel_1252,8,2025-01-30T11:00:00.000Z,trending|music|live,541028,41779,3279,8617,https://i.ytimg.com/vi/OsIQP62d6gH/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
6T7jcamiUp-,24.20.06,Top 10 Entertainment Moments This Week,Channel_13,6,2024-06-18T14:00:00.000Z,official|2024|live,68919,2336,460,887,https://i.ytimg.com/vi/iB82V-jNfIg/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
UBXNV4ICjad,25.10.01,Official Science & Technology Highlights,Channel_263,12,2025-01-10T02:00:00.000Z,live|music|vlog,9933,761,28,158,https://i.ytimg.com/vi/UjHoRgyuncX/default.jpg,False,False,False,Auto-generated sample description for Science & Technology video.
MPBE4fxS8Px,24.31.01,Reacting to Entertainment Trends,Channel_1662,17,2024-01-27T05:00:00.000Z,trending|music|review,15317,1200,11,61,https://i.ytimg.com/vi/s9FwijYMRRk/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
9-NYpRG0gTT,24.03.04,Gaming Compilation 2024,Channel_1595,13,2024-03-31T10:00:00.000Z,official|live|trending,6579,451,30,25,https://i.ytimg.com/vi/gHg78oe0ite/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
huq9hAFJ3-3,25.31.01,Top 10 Gaming Moments This Week,Channel_4054,13,2025-01-27T21:00:00.000Z,live|2024|vlog,28841,1156,78,175,https://i.ytimg.com/vi/uR-oFBuaj7P/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
jut9JvavbzF,24.07.10,Official Gaming Highlights,Channel_2234,15,2024-10-04T16:00:00.000Z,music|official|review,93115,2913,603,879,https://i.ytimg.com/vi/phTEm1fFe2W/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
vFzITkR9zC_,24.08.02,Official Entertainment Highlights,Channel_2624,6,2024-02-05T21:00:00.000Z,vlog|2024|live,13179,823,17,218,https://i.ytimg.com/vi/IxRtgLTX2pD/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
_wMtSmrCUv4,24.11.02,Reacting to Entertainment Trends,Channel_2220,17,2024-02-08T01:00:00.000Z,official|review|2024,193081,2261,387,2769,https://i.ytimg.com/vi/6ozWxcYcFta/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
gabGvMglR9v,25.24.01,Top 10 People & Blogs Moments This Week,Channel_3215,10,2025-01-21T14:00:00.000Z,review|trending|music,1834,113,15,36,https://i.ytimg.com/vi/IBfM1dgrINY/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
3OSmG-4iDgy,24.29.01,Top 10 Entertainment Moments This Week,Channel_2545,6,2024-01-28T02:00:00.000Z,music|trending|official,61293,4121,387,734,https://i.ytimg.com/vi/W9Q-PQCu7Qo/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
QK4yHsKr0K0,24.25.08,People & Blogs Compilation 2024,Channel_25,3,2024-08-22T06:00:00.000Z,2024|live|official,30307,1437,244,244,https://i.ytimg.com/vi/Z2V96sdBGAq/default.jpg,False,False,False,Auto-generated sample description for People & Blogs video.
NcfKYDxI0j8,24.08.06,Official Gaming Highlights,Channel_1990,15,2024-06-07T21:00:00.000Z,official|vlog|live,134187,10057,562,1201,https://i.ytimg.com/vi/eR5kYVtMhz9/default.jpg,False,False,False,Auto-generated sample description for Gaming video.
AIek_GMJL56,24.30.11,Why This Entertainment Video Went Viral,Channel_3208,6,2024-11-26T00:00:00.000Z,live|2024|vlog,3793,294,36,2,https://i.ytimg.com/vi/HbZnzZd5GS3/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
PPJppy-LGu4,24.01.06,Reacting to Entertainment Trends,Channel_406,17,2024-05-28T16:00:00.000Z,2024|live|music,18907,1374,41,185,https://i.ytimg.com/vi/U7pVylG4ynD/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
9jxlTkKXw-u,24.05.11,Reacting to Film & Animation Trends,Channel_2258,14,2024-11-01T01:00:00.000Z,live|trending|music,16936,249,135,118,https://i.ytimg.com/vi/c7vXZVcK-Xr/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
osOmysAC1Yg,24.02.07,Reacting to Entertainment Trends,Channel_2980,17,2024-07-02T00:00:00.000Z,vlog|2024|official,22188,769,85,324,https://i.ytimg.com/vi/sy_7HOvHstw/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
wmVSrb8liiE,24.14.11,Official Entertainment Highlights,Channel_1510,8,2024-11-10T22:00:00.000Z,official|trending|2024,14399,781,127,68,https://i.ytimg.com/vi/hdUsstS3BYq/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
r3T6Isj8g42,24.09.01,Reacting to Entertainment Trends,Channel_188,8,2024-01-09T20:00:00.000Z,vlog|live|review,92941,6959,662,1068,https://i.ytimg.com/vi/ltwlS5_tho8/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
ixmDkaffNEf,24.30.12,Why This Entertainment Video Went Viral,Channel_590,6,2024-12-30T13:00:00.000Z,2024|review|live,48779,2592,72,625,https://i.ytimg.com/vi/ybRHn4LrK3k/default.jpg,False,False,False,Auto-generated sample description for Entertainment video.
bbDb-1DioBW,24.17.06,Official Film & Animation Highlights,Channel_2107,7,2024-06-13T21:00:00.000Z,vlog|2024|live,77015,2117,648,691,https://i.ytimg.com/vi/QfFBYttGFtR/default.jpg,False,False,False,Auto-generated sample description for Film & Animation video.
